Date,Beach,Attendance
2024-06-08,Orchard Beach,21500
2019-07-04,Wolfe's Pond Beach,2625
2020-06-08,Cedar Grove Beach,115
2022-07-08,Manhattan Beach,750
2022-07-04,Orchard Beach,77000
2023-07-13,Coney Island Beach,38000
2024-06-13,South Beach,1800
2017-06-05,Cedar Grove Beach,20
2017-07-29,Wolfe's Pond Beach,1500
2018-08-25,Manhattan Beach,3500
2019-08-20,Orchard Beach,4150
2020-07-09,Coney Island Beach,102000
2021-08-29,South Beach,1910
2024-06-12,Manhattan Beach,320
2021-06-09,Manhattan Beach,250
2021-06-11,Wolfe's Pond Beach,145
2022-06-14,Coney Island Beach,10500
2023-08-02,Orchard Beach,6250
2024-07-09,Midland Beach,800
2024-08-05,Rockaway Beach,25500
2017-07-27,Manhattan Beach,1300
2018-08-01,Coney Island Beach,10150
2018-08-27,Wolfe's Pond Beach,130
2020-08-26,Midland Beach,725
2021-08-27,Orchard Beach,7200
2023-08-07,South Beach,1410
2024-06-14,Wolfe's Pond Beach,380
2017-06-07,Manhattan Beach,400
2018-07-04,South Beach,17600
2023-08-21,Midland Beach,1020
2023-08-25,Cedar Grove Beach,8
2024-07-12,Rockaway Beach,4700
2024-08-30,Orchard Beach,350
2024-08-03,Wolfe's Pond Beach,1575
2020-08-21,Cedar Grove Beach,230
2022-08-07,Rockaway Beach,69700
2022-08-29,Wolfe's Pond Beach,135
2022-09-05,Coney Island Beach,161500
2017-08-26,Rockaway Beach,125000
2019-09-02,Coney Island Beach,3500
2020-06-11,South Beach,295
2022-07-27,Cedar Grove Beach,92
2022-07-23,Midland Beach,7000
2023-06-14,Rockaway Beach,3900
2024-08-10,Coney Island Beach,26000
2017-07-02,Orchard Beach,36450
2017-08-27,South Beach,1170
2021-07-09,Rockaway Beach,2500
2021-08-07,Coney Island Beach,195000
2024-06-27,Midland Beach,1025
2024-07-01,Cedar Grove Beach,550
2024-07-06,Manhattan Beach,1300
2017-07-15,Coney Island Beach,385000
2020-06-04,Midland Beach,2300
2020-08-23,Manhattan Beach,2800
2021-06-14,Orchard Beach,510
2021-06-28,Cedar Grove Beach,450
2017-08-15,Cedar Grove Beach,365
2017-08-20,Manhattan Beach,1150
2019-06-10,Orchard Beach,150
2019-06-13,Wolfe's Pond Beach,60
2019-06-20,Coney Island Beach,2250
2022-07-29,Manhattan Beach,1050
2023-06-03,Cedar Grove Beach,106
2017-06-05,South Beach,450
2017-07-08,Wolfe's Pond Beach,1125
2019-07-26,Manhattan Beach,1600
2020-05-30,Cedar Grove Beach,240
2020-09-01,Rockaway Beach,3600
2022-06-16,Wolfe's Pond Beach,51
2022-07-13,Orchard Beach,5600
2023-08-28,South Beach,635
2020-07-11,Wolfe's Pond Beach,460
2020-08-07,Orchard Beach,553
2021-06-30,Manhattan Beach,7000
2023-09-05,Rockaway Beach,107000
2018-06-18,Midland Beach,1250
2018-06-22,Cedar Grove Beach,3
2018-06-27,Manhattan Beach,400
2018-07-15,Rockaway Beach,21000
2018-08-06,Wolfe's Pond Beach,300
2019-07-24,South Beach,1375
2023-06-05,Manhattan Beach,350
2023-07-15,Wolfe's Pond Beach,417
2024-06-20,Orchard Beach,12000
2017-08-18,South Beach,7300
2020-05-23,Midland Beach,200
2020-06-01,Manhattan Beach,400
2021-08-09,Wolfe's Pond Beach,1400
2021-09-05,Orchard Beach,51000
2022-05-28,Rockaway Beach,1330
2022-06-26,Coney Island Beach,51000
2022-07-27,South Beach,900
2023-06-06,South Beach,227
2017-06-16,Rockaway Beach,2300
2018-08-13,Coney Island Beach,1020
2019-09-01,Orchard Beach,50200
2019-09-04,Wolfe's Pond Beach,0
2020-08-21,South Beach,4200
2024-05-31,Coney Island Beach,8500
2020-06-19,Rockaway Beach,15700
2020-07-18,Coney Island Beach,262000
2023-08-14,Orchard Beach,2300
2024-07-04,South Beach,6300
2024-09-06,Midland Beach,350
2020-08-14,Midland Beach,1850
2021-09-07,Cedar Grove Beach,0
2023-08-19,South Beach,1906
2017-08-11,Midland Beach,3000
2020-05-30,South Beach,1700
2023-08-18,Manhattan Beach,850
2023-05-30,Midland Beach,440
2023-08-13,Cedar Grove Beach,420
2024-08-15,Wolfe's Pond Beach,475
2024-08-22,Coney Island Beach,11600
2024-07-24,Rockaway Beach,10000
2018-06-25,South Beach,1400
2019-07-17,Midland Beach,1550
2019-08-13,Rockaway Beach,2900
2020-08-09,Cedar Grove Beach,850
2021-08-19,Coney Island Beach,41500
2017-09-07,Rockaway Beach,2900
2019-06-19,Orchard Beach,45
2020-05-28,Orchard Beach,143
2021-06-21,Midland Beach,3200
2021-06-28,South Beach,8250
2022-07-15,Cedar Grove Beach,140
2023-07-25,Coney Island Beach,14000
2023-06-26,Rockaway Beach,6200
2017-07-14,Orchard Beach,45550
2019-07-02,Coney Island Beach,9800
2020-08-02,South Beach,4300
2021-07-22,Midland Beach,2700
2023-06-01,Orchard Beach,12500
2024-07-17,Rockaway Beach,45000
2018-07-19,Midland Beach,2000
2018-08-28,South Beach,8400
2021-06-06,Coney Island Beach,87000
2021-06-26,Orchard Beach,5500
2022-09-05,Manhattan Beach,850
2023-06-27,Midland Beach,260
2024-06-15,South Beach,2500
2017-08-31,Rockaway Beach,2900
2018-06-03,Coney Island Beach,2900
2018-08-12,Orchard Beach,15500
2019-06-15,Wolfe's Pond Beach,1030
2019-09-02,Manhattan Beach,315
2019-09-07,Cedar Grove Beach,0
2020-06-23,Midland Beach,2050
2021-08-31,South Beach,1918
2023-06-19,Rockaway Beach,151400
2024-06-29,Orchard Beach,5600
2024-08-15,Cedar Grove Beach,105
2017-07-10,Wolfe's Pond Beach,75
2020-09-03,Rockaway Beach,10500
2021-08-07,Manhattan Beach,2500
2021-08-12,Cedar Grove Beach,225
2022-05-29,Midland Beach,4100
2022-07-25,Orchard Beach,750
2018-06-06,South Beach,870
2018-08-04,Manhattan Beach,2590
2020-08-19,Orchard Beach,166
2021-08-28,Coney Island Beach,5525
2023-07-13,Manhattan Beach,1850
2023-07-18,Cedar Grove Beach,64
2024-08-28,South Beach,1200
2024-07-28,Midland Beach,2275
2018-08-08,Wolfe's Pond Beach,155
2018-08-25,Coney Island Beach,50500
2019-05-27,Rockaway Beach,90000
2020-07-09,Manhattan Beach,2400
2020-07-14,Cedar Grove Beach,250
2021-06-09,South Beach,1210
2023-08-23,Orchard Beach,5450
2024-06-12,Coney Island Beach,4100
2024-05-26,Wolfe's Pond Beach,2000
2019-07-05,South Beach,1550
2020-07-30,Coney Island Beach,9500
2022-06-19,Cedar Grove Beach,156
2022-06-14,Manhattan Beach,450
2022-06-21,Wolfe's Pond Beach,25
2022-08-20,Midland Beach,4400
2017-07-27,Coney Island Beach,13500
2017-07-30,South Beach,2400
2019-06-11,Manhattan Beach,150
2019-06-16,Cedar Grove Beach,260
2019-08-17,Midland Beach,16000
2020-07-16,Wolfe's Pond Beach,200
2022-07-05,Coney Island Beach,2975
2022-07-08,South Beach,525
2023-09-10,Rockaway Beach,13800
2018-07-20,Rockaway Beach,28500
2023-06-28,Rockaway Beach,21500
2023-07-20,Wolfe's Pond Beach,177
2024-09-03,Coney Island Beach,1600
2017-07-08,Cedar Grove Beach,600
2021-07-23,Rockaway Beach,56000
2021-08-14,Wolfe's Pond Beach,2500
2024-07-16,Midland Beach,685
2018-06-02,Orchard Beach,25000
2020-09-02,Midland Beach,675
2022-05-30,Rockaway Beach,161000
2023-08-06,Coney Island Beach,155000
2023-07-31,South Beach,1620
2024-08-17,Wolfe's Pond Beach,225
2017-08-30,Midland Beach,900
2020-06-24,Rockaway Beach,9250
2023-06-18,Midland Beach,1577
2018-08-16,South Beach,7300
2019-05-26,Midland Beach,7500
2019-07-01,Orchard Beach,11100
2020-06-09,Orchard Beach,10042
2021-06-18,Coney Island Beach,41500
2024-08-06,Cedar Grove Beach,125
2024-08-01,Manhattan Beach,450
2017-07-26,Orchard Beach,700
2018-05-29,Wolfe's Pond Beach,750
2018-06-15,Coney Island Beach,9500
2021-08-19,South Beach,2550
2023-06-13,Orchard Beach,800
2024-07-29,Rockaway Beach,11500
2019-08-18,Rockaway Beach,82500
2021-06-01,Wolfe's Pond Beach,0
2021-07-08,Orchard Beach,1050
2022-08-29,Cedar Grove Beach,195
2023-07-04,Manhattan Beach,11100
2023-09-09,Midland Beach,731
2018-08-24,Orchard Beach,5000
2019-06-27,Wolfe's Pond Beach,425
2019-08-21,Manhattan Beach,450
2019-08-26,Cedar Grove Beach,125
2022-08-21,Rockaway Beach,57500
2024-07-11,Orchard Beach,2700
2024-06-06,South Beach,635
2017-06-08,Midland Beach,500
2019-07-02,Manhattan Beach,900
2019-07-25,Rockaway Beach,9000
2019-08-16,Wolfe's Pond Beach,200
2021-07-31,Cedar Grove Beach,390
2022-08-06,Orchard Beach,23800
2023-08-15,Coney Island Beach,15400
2017-05-29,South Beach,1600
2017-08-19,Rockaway Beach,206000
2018-07-28,Cedar Grove Beach,400
2020-08-11,Coney Island Beach,23700
2020-08-31,Orchard Beach,681
2022-08-19,Wolfe's Pond Beach,155
2023-06-07,Rockaway Beach,2200
2023-08-21,South Beach,1215
2023-07-06,Cedar Grove Beach,319
2017-08-08,Coney Island Beach,16500
2018-06-03,Manhattan Beach,120
2018-06-26,Rockaway Beach,9200
2020-06-01,South Beach,750
2020-07-02,Cedar Grove Beach,380
2022-07-17,Coney Island Beach,149000
2023-09-04,Orchard Beach,65000
2018-06-27,South Beach,850
2019-07-14,Coney Island Beach,118500
2022-06-07,Cedar Grove Beach,50
2023-08-28,Midland Beach,460
2024-06-21,Coney Island Beach,30000
2024-07-27,Wolfe's Pond Beach,2750
2019-06-04,Cedar Grove Beach,115
2019-08-05,Midland Beach,1200
2022-07-31,Rockaway Beach,133800
2022-07-20,South Beach,1500
2023-05-30,South Beach,530
2020-08-14,South Beach,2675
2021-07-10,Midland Beach,1675
2024-08-22,Manhattan Beach,200
2017-06-28,Wolfe's Pond Beach,110
2018-07-07,Midland Beach,4200
2020-06-18,Orchard Beach,744
2021-07-02,Rockaway Beach,2300
2021-08-19,Manhattan Beach,550
2024-06-27,South Beach,1225
2018-06-14,Orchard Beach,1277
2020-06-11,Midland Beach,195
2021-09-09,Coney Island Beach,550
2021-09-12,South Beach,3400
2023-07-25,Manhattan Beach,250
2024-07-05,Rockaway Beach,37000
2017-08-17,Coney Island Beach,3000
2017-08-18,Midland Beach,9100
2019-06-06,Wolfe's Pond Beach,185
2020-05-23,South Beach,250
2020-07-21,Manhattan Beach,1800
2022-08-20,Cedar Grove Beach,685
2023-06-05,Coney Island Beach,13150
2023-06-06,Midland Beach,170
2017-06-09,Rockaway Beach,6200
2017-08-08,South Beach,4000
2019-07-13,Orchard Beach,73500
2019-07-24,Midland Beach,1100
2020-06-01,Coney Island Beach,4750
2022-06-26,Manhattan Beach,11500
2022-06-09,Wolfe's Pond Beach,79
2024-09-09,South Beach,500
2024-07-25,Cedar Grove Beach,185
2017-08-07,Orchard Beach,500
2018-08-13,Manhattan Beach,80
2020-07-04,Wolfe's Pond Beach,470
2021-06-21,South Beach,4800
2023-06-25,Orchard Beach,31500
2023-08-29,Rockaway Beach,62300
2024-05-31,Manhattan Beach,750
2017-09-08,Cedar Grove Beach,0
2018-06-24,Coney Island Beach,111000
2018-06-25,Midland Beach,1300
2018-07-30,Wolfe's Pond Beach,50
2019-07-17,South Beach,2100
2021-07-20,Orchard Beach,30000
2023-07-08,Wolfe's Pond Beach,130
2023-06-27,Cedar Grove Beach,118
2017-07-15,Manhattan Beach,6800
2019-08-14,Cedar Grove Beach,30
2020-08-23,Coney Island Beach,106500
2021-07-11,Rockaway Beach,31500
2021-08-02,Wolfe's Pond Beach,2200
2023-08-09,South Beach,1165
2024-07-23,Orchard Beach,3400
2019-08-06,Rockaway Beach,9100
2019-08-28,Wolfe's Pond Beach,120
2021-07-19,Cedar Grove Beach,105
2022-07-29,Coney Island Beach,30700
2022-07-30,Midland Beach,4700
2022-08-18,Orchard Beach,2000
2024-08-05,Wolfe's Pond Beach,600
2018-06-15,South Beach,2100
2018-07-16,Cedar Grove Beach,350
2019-07-26,Coney Island Beach,13500
2020-06-12,Rockaway Beach,32500
2022-08-31,Wolfe's Pond Beach,90
2024-07-03,Coney Island Beach,17500
2024-07-04,Midland Beach,4900
2018-07-08,Rockaway Beach,202000
2020-06-20,Cedar Grove Beach,325
2021-06-30,Coney Island Beach,99050
2021-07-01,Midland Beach,3180
2024-08-13,Manhattan Beach,500
2017-06-07,Coney Island Beach,15000
2017-06-12,Manhattan Beach,5500
2018-07-09,South Beach,1925
2021-09-04,Wolfe's Pond Beach,2200
2022-06-23,Rockaway Beach,8500
2023-08-16,Midland Beach,915
2024-06-29,Cedar Grove Beach,137
2020-08-12,Midland Beach,975
2020-08-16,Cedar Grove Beach,0
2021-07-12,South Beach,1155
2017-08-13,Cedar Grove Beach,60
2019-08-07,South Beach,1140
2022-06-05,Orchard Beach,50000
2022-07-22,Cedar Grove Beach,290
2022-07-18,Midland Beach,250
2023-08-13,Wolfe's Pond Beach,384
2017-09-01,South Beach,1400
2018-08-10,Rockaway Beach,28000
2019-07-19,Cedar Grove Beach,310
2020-06-30,Orchard Beach,1036
2023-08-27,Coney Island Beach,48000
2023-09-01,Manhattan Beach,900
2024-06-22,Midland Beach,2650
2024-05-28,Rockaway Beach,11000
2018-06-26,Orchard Beach,3350
2019-08-04,Coney Island Beach,100000
2020-05-30,Midland Beach,1175
2020-08-28,Manhattan Beach,4000
2021-06-23,Cedar Grove Beach,155
2024-08-19,Rockaway Beach,10500
2017-05-27,Midland Beach,1200
2018-06-20,Cedar Grove Beach,129
2021-07-29,Orchard Beach,500
2022-08-03,Manhattan Beach,650
2023-05-29,Cedar Grove Beach,71
2017-06-10,South Beach,2400
2018-07-06,Coney Island Beach,28400
2019-07-25,Orchard Beach,2800
2020-05-25,Cedar Grove Beach,100
2020-05-27,Wolfe's Pond Beach,20
2023-07-22,Rockaway Beach,97500
2023-09-02,South Beach,2575
2024-07-08,Manhattan Beach,2675
2018-06-22,Wolfe's Pond Beach,40
2020-06-10,Coney Island Beach,7500
2020-06-13,South Beach,4800
2021-07-05,Manhattan Beach,5500
2021-08-16,Rockaway Beach,27700
2021-09-10,Midland Beach,2082
2023-07-07,Orchard Beach,19500
2023-05-31,Wolfe's Pond Beach,16
2017-08-22,Manhattan Beach,1250
2018-06-13,Midland Beach,350
2021-06-03,Rockaway Beach,450
2021-06-25,Wolfe's Pond Beach,250
2022-08-10,Coney Island Beach,18060
2023-06-10,Manhattan Beach,2200
2024-09-04,Midland Beach,405
2019-06-29,Rockaway Beach,70000
2019-07-21,Wolfe's Pond Beach,325
2022-08-01,South Beach,350
2023-06-11,South Beach,705
2024-06-28,Wolfe's Pond Beach,575
2024-07-15,Coney Island Beach,8000
2024-08-04,Orchard Beach,8000
2020-08-26,South Beach,1075
2021-07-12,Coney Island Beach,46625
2022-07-24,Wolfe's Pond Beach,350
2022-08-30,Orchard Beach,1300
2023-08-11,Cedar Grove Beach,286
2017-08-29,Coney Island Beach,20500
2018-05-31,Rockaway Beach,3000
2018-06-29,Manhattan Beach,2000
2020-08-18,Wolfe's Pond Beach,900
2023-06-17,Coney Island Beach,16350
2024-07-09,South Beach,1045
2017-06-06,Orchard Beach,35
2018-08-22,Rockaway Beach,19000
2019-05-25,Coney Island Beach,37000
2021-06-19,Midland Beach,4280
2022-07-13,Cedar Grove Beach,370
2023-08-22,Wolfe's Pond Beach,113
2024-06-09,Rockaway Beach,25000
2017-05-31,Manhattan Beach,600
2017-08-06,Midland Beach,250
2018-08-30,Cedar Grove Beach,125
2019-07-26,South Beach,1750
2022-07-05,Rockaway Beach,9100
2024-06-17,Cedar Grove Beach,360
2017-07-24,Rockaway Beach,2500
2017-08-20,South Beach,6500
2018-07-05,Orchard Beach,5015
2020-08-04,Cedar Grove Beach,0
2023-09-08,Coney Island Beach,4000
2017-06-02,Wolfe's Pond Beach,74
2017-08-01,Cedar Grove Beach,75
2020-07-27,Rockaway Beach,18000
2020-09-04,Coney Island Beach,28000
2021-07-03,South Beach,1125
2022-06-17,Orchard Beach,6200
2017-06-30,Rockaway Beach,28800
2017-07-22,Wolfe's Pond Beach,820
2019-07-03,Midland Beach,2200
2019-07-07,Cedar Grove Beach,350
2020-07-12,Orchard Beach,52261
2021-07-21,Coney Island Beach,50000
2021-07-26,Manhattan Beach,1800
2022-08-22,South Beach,135
2023-07-02,South Beach,2150
2024-06-10,Midland Beach,1250
2017-08-28,Orchard Beach,250
2018-07-18,Coney Island Beach,81200
2018-07-23,Manhattan Beach,550
2020-07-25,Wolfe's Pond Beach,650
2021-06-07,Midland Beach,1500
2021-06-11,Cedar Grove Beach,10
2023-07-16,Orchard Beach,550
2017-07-25,Midland Beach,600
2018-06-08,Cedar Grove Beach,35
2018-08-20,Wolfe's Pond Beach,155
2020-06-22,Coney Island Beach,23000
2020-06-27,Manhattan Beach,0
2021-08-10,Orchard Beach,5400
2024-06-07,Wolfe's Pond Beach,475
2017-06-19,Coney Island Beach,7300
2017-06-24,Manhattan Beach,1500
2019-08-06,Orchard Beach,450
2022-05-28,Coney Island Beach,2500
2022-06-02,Manhattan Beach,350
2022-07-03,Wolfe's Pond Beach,245
2019-05-30,Manhattan Beach,200
2020-06-25,South Beach,2960
2020-07-06,Rockaway Beach,11400
2021-08-29,Midland Beach,1215
2022-09-08,Orchard Beach,1800
2024-07-27,Coney Island Beach,72000
2018-07-21,South Beach,12100
2018-08-26,Midland Beach,7700
2023-07-10,Rockaway Beach,10000
2023-08-04,Midland Beach,340
2023-08-01,Wolfe's Pond Beach,101
2024-08-27,Cedar Grove Beach,140
2019-06-08,Rockaway Beach,45000
2020-07-31,Midland Beach,1000
2021-07-24,South Beach,7300
2021-08-24,Cedar Grove Beach,300
2021-08-26,Wolfe's Pond Beach,275
2023-06-29,Coney Island Beach,28500
2024-08-16,Orchard Beach,4350
2019-08-16,Coney Island Beach,6525
2019-08-19,South Beach,700
2022-06-11,Rockaway Beach,27500
2022-07-06,Midland Beach,2275
2023-07-30,Cedar Grove Beach,255
2024-08-29,Wolfe's Pond Beach,135
2020-07-26,Cedar Grove Beach,600
2022-08-15,Manhattan Beach,650
2022-09-02,Rockaway Beach,45000
2024-07-21,South Beach,4500
2017-06-18,Orchard Beach,1400
2021-08-17,Midland Beach,13186
2022-07-01,Cedar Grove Beach,325
2024-07-20,Manhattan Beach,3400
2018-06-10,Wolfe's Pond Beach,200
2018-08-14,Midland Beach,92575
2018-08-18,Cedar Grove Beach,250
2019-05-28,South Beach,475
2020-09-06,Manhattan Beach,5500
2021-05-31,Orchard Beach,5239
2021-08-04,Rockaway Beach,9000
2024-06-01,Midland Beach,2900
2024-06-05,Cedar Grove Beach,100
2017-06-22,South Beach,1050
2017-09-03,Manhattan Beach,3500
2018-07-17,Orchard Beach,1500
2019-08-30,Rockaway Beach,68500
2020-07-19,Midland Beach,3500
2021-06-02,Cedar Grove Beach,75
2021-06-13,Wolfe's Pond Beach,4000
2022-05-31,South Beach,970
2022-08-22,Coney Island Beach,8085
2023-06-22,Manhattan Beach,135
2024-08-07,Rockaway Beach,1450
2024-06-03,Orchard Beach,1100
2017-07-20,Cedar Grove Beach,160
2018-07-30,Coney Island Beach,20000
2019-06-17,Rockaway Beach,8000
2019-07-09,Wolfe's Pond Beach,140
2019-08-09,Manhattan Beach,2600
2020-09-04,South Beach,2550
2022-06-29,Orchard Beach,31250
2023-07-08,Coney Island Beach,145000
2017-07-12,Rockaway Beach,25500
2017-08-03,Wolfe's Pond Beach,105
2019-06-25,Cedar Grove Beach,105
2019-08-15,Orchard Beach,1500
2020-07-04,Coney Island Beach,207500
2020-07-24,Orchard Beach,1379
2022-07-12,Wolfe's Pond Beach,80
2024-08-23,Midland Beach,806
2017-07-01,Coney Island Beach,370000
2017-09-09,Orchard Beach,4250
2018-07-11,Manhattan Beach,900
2020-08-06,Wolfe's Pond Beach,75
2022-06-09,Coney Island Beach,8350
2022-08-13,South Beach,2700
2023-07-28,Orchard Beach,11500
2023-06-23,South Beach,264
2018-05-27,Cedar Grove Beach,0
2019-06-06,Coney Island Beach,32000
2020-06-15,Manhattan Beach,400
2021-08-22,Orchard Beach,0
2023-07-26,Midland Beach,1335
2024-06-19,Wolfe's Pond Beach,1025
2017-06-03,Midland Beach,650
2017-07-05,Rockaway Beach,3000
2019-07-07,Manhattan Beach,2500
2022-06-05,Cedar Grove Beach,195
2022-07-05,Wolfe's Pond Beach,30
2024-08-25,Orchard Beach,53000
2017-06-03,South Beach,800
2018-07-23,Cedar Grove Beach,150
2020-07-08,Rockaway Beach,6500
2020-07-30,Wolfe's Pond Beach,230
2021-06-11,Manhattan Beach,300
2022-08-31,Coney Island Beach,32500
2023-08-26,South Beach,1810
2018-06-08,Manhattan Beach,500
2018-08-25,Wolfe's Pond Beach,475
2019-08-28,Coney Island Beach,1250
2020-06-06,South Beach,3800
2020-06-27,Cedar Grove Beach,35
2023-08-03,Wolfe's Pond Beach,203
2017-06-24,Cedar Grove Beach,70
2018-07-02,South Beach,4300
2019-06-10,Rockaway Beach,650
2021-08-02,Coney Island Beach,83000
2021-08-28,Wolfe's Pond Beach,500
2023-08-23,Midland Beach,601
2017-07-10,Coney Island Beach,11000
2019-05-30,Cedar Grove Beach,25
2019-09-01,Rockaway Beach,71500
2020-06-09,Midland Beach,2400
2022-07-25,South Beach,420
2023-06-04,South Beach,908
2019-06-05,Orchard Beach,600
2023-07-15,Rockaway Beach,120000
2024-08-27,Manhattan Beach,575
2017-06-30,Orchard Beach,2150
2018-07-02,Midland Beach,3850
2018-08-03,Rockaway Beach,5200
2024-07-02,South Beach,1250
2018-06-12,Wolfe's Pond Beach,575
2021-06-12,Orchard Beach,1525
2022-06-16,Rockaway Beach,1300
2023-07-30,Manhattan Beach,2700
2024-08-08,Coney Island Beach,3000
2024-09-03,Wolfe's Pond Beach,0
2017-08-13,Midland Beach,1400
2018-07-29,Orchard Beach,53050
2019-07-19,South Beach,2150
2020-07-16,Coney Island Beach,8550
2022-08-15,Cedar Grove Beach,172
2022-09-07,Rockaway Beach,1420
2023-06-01,Midland Beach,397
2024-06-15,Orchard Beach,38600
2017-08-13,South Beach,1700
2020-05-28,Midland Beach,375
2022-06-21,Coney Island Beach,10580
2022-07-01,Manhattan Beach,2500
2022-07-11,Orchard Beach,4775
2024-07-20,Cedar Grove Beach,515
2017-08-05,Wolfe's Pond Beach,1550
2018-08-18,Manhattan Beach,3000
2019-06-18,Coney Island Beach,600
2019-08-27,Orchard Beach,350
2020-08-05,Orchard Beach,4848
2020-08-16,South Beach,1425
2021-07-17,Cedar Grove Beach,125
2024-06-05,Manhattan Beach,200
2024-05-26,Coney Island Beach,8500
2017-09-03,Cedar Grove Beach,360
2020-07-23,Manhattan Beach,300
2021-06-18,Wolfe's Pond Beach,295
2023-08-09,Orchard Beach,30300
2023-06-22,Cedar Grove Beach,150
2024-08-12,Rockaway Beach,10300
2017-07-20,Manhattan Beach,4000
2019-06-22,Rockaway Beach,220000
2019-07-14,Wolfe's Pond Beach,260
2020-06-18,Cedar Grove Beach,20
2020-08-19,Midland Beach,450
2021-09-03,Orchard Beach,9450
2023-08-14,South Beach,1160
2024-06-21,Wolfe's Pond Beach,500
2017-07-17,Rockaway Beach,68500
2019-06-25,Manhattan Beach,100
2020-05-25,South Beach,1775
2022-06-25,Rockaway Beach,125000
2022-07-25,Midland Beach,305
2022-07-17,Wolfe's Pond Beach,228
2024-09-06,Orchard Beach,300
2024-08-17,Coney Island Beach,19000
2018-06-20,South Beach,2140
2018-07-11,Cedar Grove Beach,135
2019-07-22,Midland Beach,850
2020-08-11,Wolfe's Pond Beach,700
2021-05-30,Manhattan Beach,50
2021-08-14,Coney Island Beach,140000
2024-06-29,Midland Beach,1825
2018-05-27,Manhattan Beach,25
2018-08-11,Coney Island Beach,175
2020-05-23,Orchard Beach,150
2021-06-23,South Beach,1475
2021-06-26,Midland Beach,3260
2023-07-20,Coney Island Beach,47500
2023-08-15,Wolfe's Pond Beach,35
2017-06-12,Cedar Grove Beach,170
2018-07-14,South Beach,7700
2019-06-27,Coney Island Beach,75000
2023-08-20,Manhattan Beach,9000
2024-06-20,Midland Beach,1100
2020-08-07,Midland Beach,1710
2020-08-16,Manhattan Beach,225
2021-06-21,Orchard Beach,5000
2021-07-17,South Beach,3380
